case_id,material_changing,group_changing,slope_up,cut_time
case_0697,3,2,-0.08667,0.2508
case_0698,1,1,-0.17231,0.3323
case_0699,1,1,-0.28760,0.3537
case_0700,3,1,-0.16991,0.1994
case_0701,3,1,-0.12140,0.2207
case_0702,1,2,-0.26253,0.1360
case_0703,1,2,-0.20376,0.1454
case_0704,3,1,-0.27336,0.1229
case_0705,1,1,-0.14720,0.1592
case_0706,1,1,-0.01404,0.2486
case_0707,1,2,-0.13831,0.2153
case_0708,1,1,-0.08815,0.2651
case_0709,1,1,-0.05231,0.1225
case_0710,3,2,-0.15384,0.1477
case_0711,1,2,-0.13776,0.1463
case_0712,1,2,-0.11486,0.2172
case_0713,3,1,-0.12227,0.3294
case_0714,3,1,-0.19002,0.3630
case_0715,3,1,-0.25833,0.1430
case_0716,3,2,-0.11248,0.2593
case_0717,3,2,-0.26785,0.2118
case_0718,3,2,-0.03672,0.2933
case_0719,1,2,-0.21583,0.2504
case_0720,1,1,-0.15202,0.3218
case_0721,1,2,-0.10413,0.1987
case_0722,1,2,-0.02875,0.2260
case_0723,3,1,-0.24247,0.1991
case_0724,1,1,-0.12376,0.3040
case_0725,1,2,-0.22930,0.3429
case_0726,1,1,-0.24088,0.2847
case_0727,3,1,-0.29495,0.3397
case_0728,3,2,-0.04825,0.3786
case_0729,3,1,-0.21508,0.2301
case_0730,1,1,-0.16653,0.3856
case_0731,1,2,-0.29036,0.1083
case_0732,3,1,-0.27043,0.1547
case_0733,1,2,-0.19268,0.2376
case_0734,3,1,-0.13801,0.3588
case_0735,1,1,-0.11150,0.3221
case_0736,1,2,-0.22013,0.3133
case_0737,3,1,-0.07763,0.1120
case_0738,1,2,-0.19679,0.3114
case_0739,1,2,-0.26894,0.3277
case_0740,3,1,-0.15673,0.1010
case_0741,1,2,-0.15285,0.3997
case_0742,3,2,-0.27387,0.1145
case_0743,1,2,-0.07400,0.1241
case_0744,1,2,-0.02863,0.1904
case_0745,1,2,-0.29529,0.3222
case_0746,1,1,-0.25056,0.1706
case_0747,3,1,-0.23836,0.3315
case_0748,1,1,-0.29747,0.2360
case_0749,3,1,-0.24579,0.3590
case_0750,3,2,-0.06306,0.2434
case_0751,3,2,-0.08941,0.2705
case_0752,3,1,-0.12618,0.2184
case_0753,1,2,-0.23916,0.1036
case_0754,3,1,-0.19563,0.2051
case_0755,1,2,-0.17132,0.1602
case_0756,1,2,-0.07307,0.3781
case_0757,1,1,-0.08682,0.3938
case_0758,1,2,-0.01421,0.2773
case_0759,3,1,-0.02606,0.1460
case_0760,3,1,-0.14226,0.3149
case_0761,1,1,-0.20128,0.2918
case_0762,3,1,-0.23726,0.3206
case_0763,3,1,-0.26958,0.1332
case_0764,1,2,-0.06168,0.1626
case_0765,3,1,-0.11549,0.3846
case_0766,1,1,-0.24259,0.1348
case_0767,1,1,-0.19528,0.3725
case_0768,3,2,-0.04672,0.2441
case_0769,3,2,-0.28930,0.1375
case_0770,3,2,-0.26925,0.3881
case_0771,1,2,-0.06816,0.2909
case_0772,1,1,-0.07976,0.1296
case_0773,3,1,-0.13946,0.1148
case_0774,3,2,-0.28264,0.1507
case_0775,3,1,-0.29680,0.3490
case_0776,3,2,-0.04116,0.3203
case_0777,3,2,-0.18628,0.3613
case_0778,3,1,-0.15993,0.2695
case_0779,3,2,-0.27621,0.3646
case_0780,1,1,-0.11349,0.1423
case_0781,1,1,-0.26816,0.1611
case_0782,1,1,-0.14274,0.1365
case_0783,1,1,-0.04607,0.2604
case_0784,3,1,-0.28609,0.1103
case_0785,1,1,-0.23216,0.3289
case_0786,3,2,-0.11463,0.2832
case_0787,1,2,-0.26255,0.1824
case_0788,3,2,-0.05203,0.1422
case_0789,1,1,-0.23847,0.1891
case_0790,3,2,-0.06205,0.2840
case_0791,1,2,-0.14468,0.3808
case_0792,1,1,-0.13634,0.1015
case_0793,1,2,-0.06086,0.3035
case_0794,1,1,-0.18877,0.3328
case_0795,3,1,-0.14388,0.3465
case_0796,1,2,-0.28257,0.1085
case_0797,1,2,-0.10246,0.1856
case_0798,3,1,-0.19034,0.3596
case_0799,3,2,-0.16459,0.1959
case_0800,3,1,-0.05253,0.1621
case_0801,1,1,-0.20665,0.1392
case_0802,1,1,-0.06480,0.3966
case_0803,3,2,-0.12148,0.1342
case_0804,3,2,-0.22397,0.2205
case_0805,1,2,-0.27432,0.3283
case_0806,3,1,-0.03200,0.2134
case_0807,3,2,-0.15779,0.3451
case_0808,3,2,-0.10133,0.3102
case_0809,3,1,-0.09768,0.2872
case_0810,3,2,-0.28499,0.1605
case_0811,1,1,-0.02766,0.1215
case_0812,3,1,-0.24920,0.2135
case_0813,3,2,-0.05906,0.2807
case_0814,1,2,-0.28681,0.1742
case_0815,1,1,-0.07767,0.3615
case_0816,1,2,-0.22133,0.1417
case_0817,3,1,-0.03339,0.2826
case_0818,1,1,-0.18863,0.1954
case_0819,3,2,-0.08136,0.2430
case_0820,3,1,-0.26664,0.2778
case_0821,3,2,-0.09754,0.2115
case_0822,3,1,-0.28194,0.3282
case_0823,3,2,-0.19820,0.2863
case_0824,3,1,-0.08983,0.2209
case_0825,3,1,-0.25267,0.1803
case_0826,1,2,-0.22007,0.1481
case_0827,1,2,-0.06152,0.1174
case_0828,1,2,-0.25475,0.3365
case_0829,1,1,-0.10450,0.1948
case_0830,1,2,-0.29337,0.2972
case_0831,1,1,-0.12242,0.2543
case_0832,3,2,-0.17935,0.3528
case_0833,3,1,-0.19867,0.1941
case_0834,1,2,-0.08130,0.2318
case_0835,1,1,-0.26418,0.2752
case_0836,3,1,-0.08600,0.3021
case_0837,1,1,-0.26978,0.3075
case_0838,3,2,-0.19557,0.3296
case_0839,3,1,-0.09616,0.2819
case_0840,1,1,-0.20550,0.2846
case_0841,3,2,-0.08837,0.2255
case_0842,3,2,-0.09720,0.1984
case_0843,3,2,-0.27119,0.1830
case_0844,1,2,-0.12295,0.1059
case_0845,1,1,-0.12709,0.1528
case_0846,1,1,-0.02186,0.3626
case_0847,3,1,-0.18518,0.2925
case_0848,3,1,-0.19668,0.3119
case_0849,1,1,-0.19617,0.1197
case_0850,3,1,-0.22879,0.2920
case_0851,3,1,-0.21668,0.3335
case_0852,3,2,-0.19750,0.2181
case_0853,3,1,-0.21983,0.1776
case_0854,1,2,-0.28431,0.3931
case_0855,3,2,-0.25811,0.2195
case_0856,3,2,-0.18058,0.2776
case_0857,3,1,-0.03968,0.3087
case_0858,1,2,-0.04177,0.2860
case_0859,1,2,-0.01260,0.3875
case_0860,1,2,-0.01879,0.3756
case_0861,1,1,-0.27733,0.2565
case_0862,1,2,-0.09109,0.2788
case_0863,1,1,-0.21513,0.3855
case_0864,3,2,-0.07172,0.1081
case_0865,3,2,-0.14650,0.2672
case_0866,3,1,-0.03391,0.2527
case_0867,1,1,-0.07014,0.2102
case_0868,1,2,-0.29779,0.2401
case_0869,1,2,-0.17466,0.3231
case_0870,3,1,-0.13697,0.1038
case_0871,3,1,-0.23786,0.1464
case_0872,3,2,-0.10983,0.3978
case_0873,3,1,-0.03374,0.3012
case_0874,3,2,-0.10759,0.1000
case_0875,3,1,-0.04971,0.1822
case_0876,1,1,-0.18829,0.2073
case_0877,3,2,-0.17154,0.1955
case_0878,3,1,-0.18207,0.2913
case_0879,1,2,-0.03192,0.3229
case_0880,1,2,-0.06927,0.3948
case_0881,1,2,-0.16668,0.3899
case_0882,3,2,-0.14304,0.2871
case_0883,1,1,-0.05401,0.1158
case_0884,1,2,-0.20300,0.3754
case_0885,1,2,-0.21235,0.2746
case_0886,1,2,-0.10122,0.2013
case_0887,3,1,-0.28063,0.1726
case_0888,3,1,-0.25655,0.1099
case_0889,1,1,-0.16601,0.1259
case_0890,1,2,-0.17105,0.2599
case_0891,1,1,-0.10187,0.3972
case_0892,3,1,-0.11610,0.1116
case_0893,1,2,-0.10206,0.3827
case_0894,3,2,-0.03088,0.3415
case_0895,3,1,-0.08413,0.1753
case_0896,3,1,-0.29204,0.2924
case_0897,3,1,-0.20737,0.3908
case_0898,1,2,-0.02722,0.3343
case_0899,1,2,-0.02613,0.1917
case_0900,1,1,-0.05519,0.1234
case_0901,3,2,-0.16308,0.3608
case_0902,3,2,-0.26150,0.1064
case_0903,3,2,-0.28078,0.2552
case_0904,1,2,-0.16545,0.2726
case_0905,3,2,-0.09725,0.1343
case_0906,1,1,-0.17118,0.1811
case_0907,1,2,-0.04695,0.3067
case_0908,1,1,-0.01267,0.3333
case_0909,3,1,-0.05278,0.1313
case_0910,1,1,-0.11104,0.2387
case_0911,1,2,-0.13589,0.2174
case_0912,1,1,-0.22898,0.2237
case_0913,1,1,-0.11257,0.2556
case_0914,1,1,-0.01521,0.2836
case_0915,1,2,-0.10166,0.1683
case_0916,3,1,-0.07218,0.2842
case_0917,1,1,-0.11570,0.1556
case_0918,3,1,-0.17219,0.3183
case_0919,1,1,-0.29967,0.3269
case_0920,3,2,-0.01493,0.2890
case_0921,3,1,-0.17449,0.2697
case_0922,3,2,-0.22222,0.1610
case_0923,3,2,-0.13050,0.1447
case_0924,1,2,-0.15922,0.2932
case_0925,1,1,-0.16850,0.3280
case_0926,3,2,-0.08735,0.1992
case_0927,1,2,-0.26303,0.2495
case_0928,1,1,-0.25671,0.3831
case_0929,1,2,-0.06935,0.3166
case_0930,1,1,-0.11039,0.1295
case_0931,1,2,-0.07379,0.1515
case_0932,3,1,-0.24889,0.1020
case_0933,1,2,-0.14756,0.3594
case_0934,3,1,-0.05932,0.3291
case_0935,1,2,-0.03875,0.1627
case_0936,3,1,-0.22291,0.3943
case_0937,3,2,-0.06602,0.1208
case_0938,1,1,-0.03718,0.2720
case_0939,3,1,-0.04939,0.3877
case_0940,1,2,-0.15303,0.2804
case_0941,1,1,-0.07731,0.3128
case_0942,3,2,-0.02458,0.1073
case_0943,3,2,-0.25887,0.1100
case_0944,1,1,-0.19352,0.2737
case_0945,1,2,-0.14698,0.3223
case_0946,3,2,-0.25964,0.3275
case_0947,1,2,-0.13006,0.2820
case_0948,3,2,-0.20197,0.1061
case_0949,3,1,-0.09644,0.1221
case_0950,1,2,-0.04944,0.2971
case_0951,1,1,-0.24192,0.2010
case_0952,3,2,-0.28110,0.2242
case_0953,3,2,-0.28547,0.3523
case_0954,1,2,-0.29083,0.2902
case_0955,1,2,-0.07411,0.1105
case_0956,1,2,-0.08888,0.1385
case_0957,3,1,-0.19253,0.3901
case_0958,3,1,-0.04539,0.3795
case_0959,3,1,-0.29794,0.3391
case_0960,3,1,-0.18418,0.3743
case_0961,1,1,-0.16068,0.3493
case_0962,3,2,-0.28853,0.1608
case_0963,1,1,-0.11589,0.1412
case_0964,1,2,-0.09099,0.2114
case_0965,1,2,-0.04888,0.3624
case_0966,1,2,-0.14984,0.2080
case_0967,3,1,-0.11221,0.3426
case_0968,3,1,-0.15614,0.2765
case_0969,3,1,-0.26601,0.3214
case_0970,3,2,-0.13063,0.1216
case_0971,3,1,-0.29584,0.3381
case_0972,3,1,-0.17893,0.3851
case_0973,1,1,-0.12428,0.1222
case_0974,3,2,-0.29265,0.2909
case_0975,1,2,-0.15175,0.1298
case_0976,3,2,-0.13105,0.3884
case_0977,1,1,-0.20755,0.1679
case_0978,1,1,-0.22767,0.1786
case_0979,1,1,-0.26024,0.1121
case_0980,3,1,-0.10096,0.2564
case_0981,3,1,-0.06801,0.3888
case_0982,1,2,-0.15006,0.1123
case_0983,3,2,-0.17868,0.1503
case_0984,1,1,-0.05952,0.2796
case_0985,3,1,-0.09859,0.1141
case_0986,1,1,-0.01735,0.1067
case_0987,3,2,-0.28597,0.3950
case_0988,3,1,-0.05663,0.1268
case_0989,1,2,-0.08162,0.1574
case_0990,3,1,-0.14636,0.2919
case_0991,3,1,-0.27655,0.3165
case_0992,1,1,-0.29418,0.1863
case_0993,1,2,-0.22635,0.3228
case_0994,1,1,-0.02464,0.3052
case_0995,3,2,-0.05618,0.1620
case_0996,3,1,-0.17903,0.3250
case_0997,1,1,-0.11392,0.1397
case_0998,1,1,-0.10627,0.2572
case_0999,3,2,-0.06271,0.2309
case_1000,1,1,-0.04287,0.1204
case_1001,3,2,-0.18637,0.3591
case_1002,3,1,-0.09958,0.3168
case_1003,1,1,-0.10309,0.3550
case_1004,3,1,-0.18179,0.3912
case_1005,1,2,-0.03018,0.1681
case_1006,1,1,-0.16614,0.1340
case_1007,1,1,-0.04919,0.2344
case_1008,3,1,-0.20869,0.2432
case_1009,3,2,-0.08023,0.2626
case_1010,1,2,-0.13198,0.2017
case_1011,3,1,-0.19982,0.1272
case_1012,3,2,-0.29663,0.3076
case_1013,1,1,-0.28125,0.2896
case_1014,1,2,-0.22269,0.2520
case_1015,3,1,-0.12028,0.3517
case_1016,3,2,-0.05643,0.3368
case_1017,1,2,-0.22324,0.3892
case_1018,3,1,-0.02033,0.3843
case_1019,3,1,-0.19307,0.3805
case_1020,1,2,-0.13173,0.3273
case_1021,1,1,-0.08094,0.1308
case_1022,1,2,-0.27446,0.3601
case_1023,1,2,-0.07057,0.2960
case_1024,1,1,-0.16364,0.1118
case_1025,1,1,-0.24728,0.2687
case_1026,1,1,-0.20532,0.2122
case_1027,3,2,-0.08225,0.3287
case_1028,1,1,-0.21918,0.3502
case_1029,1,2,-0.21799,0.3769
case_1030,3,1,-0.22971,0.3019
case_1031,1,2,-0.17507,0.2230
case_1032,3,2,-0.07120,0.3765
case_1033,1,2,-0.23376,0.1635
case_1034,1,2,-0.11207,0.3792
case_1035,1,1,-0.02354,0.1281
case_1036,3,2,-0.02479,0.2159
case_1037,1,1,-0.08860,0.3969
case_1038,1,1,-0.12039,0.2104
case_1039,3,1,-0.25383,0.2352
case_1040,1,1,-0.27499,0.2200
case_1041,1,1,-0.08121,0.3226
case_1042,1,1,-0.10347,0.1863
case_1043,1,1,-0.24005,0.1428
case_1044,1,1,-0.12843,0.3104
case_1045,1,2,-0.19758,0.3033
case_1046,3,1,-0.04860,0.3987
case_1047,3,1,-0.23929,0.1798
case_1048,3,2,-0.13983,0.3526
case_1049,3,2,-0.26189,0.3346
case_1050,1,1,-0.08921,0.3510
case_1051,3,1,-0.01586,0.1877
case_1052,1,1,-0.18183,0.3558
case_1053,1,1,-0.26652,0.3386
case_1054,3,2,-0.22101,0.3504
case_1055,1,1,-0.25429,0.3065
case_1056,3,2,-0.04879,0.3169
case_1057,3,1,-0.13299,0.1524
case_1058,3,2,-0.29897,0.1127
case_1059,1,2,-0.05687,0.2458
case_1060,3,2,-0.20421,0.2696
case_1061,3,1,-0.15142,0.3444
case_1062,3,1,-0.13720,0.3127
case_1063,1,1,-0.10211,0.1202
case_1064,3,2,-0.28725,0.2324
case_1065,3,1,-0.20614,0.1872
case_1066,3,1,-0.04569,0.1789
case_1067,1,1,-0.02841,0.2939
case_1068,1,2,-0.06840,0.3384
case_1069,3,2,-0.16254,0.2680
case_1070,1,1,-0.11845,0.2303
case_1071,1,1,-0.19326,0.3043
case_1072,1,2,-0.01756,0.3581
case_1073,3,2,-0.16934,0.1552
case_1074,3,2,-0.15650,0.3037
case_1075,3,1,-0.25285,0.3126
case_1076,1,2,-0.20061,0.3469
case_1077,3,2,-0.05192,0.2779
case_1078,3,1,-0.12585,0.3616
case_1079,1,1,-0.21261,0.1345
case_1080,3,1,-0.02375,0.1279
case_1081,3,1,-0.26646,0.3776
case_1082,1,2,-0.11238,0.2648
case_1083,1,2,-0.09994,0.2159
case_1084,1,1,-0.27490,0.3728
case_1085,1,2,-0.21009,0.2504
case_1086,3,1,-0.29596,0.3519
case_1087,3,2,-0.14172,0.1288
case_1088,3,2,-0.05735,0.2530
case_1089,3,1,-0.26040,0.1908
case_1090,3,1,-0.02146,0.2455
case_1091,3,2,-0.15908,0.2113
case_1092,3,2,-0.06346,0.2993
case_1093,1,1,-0.26628,0.1517
case_1094,1,1,-0.25997,0.1933
case_1095,3,1,-0.25087,0.1238
case_1096,1,2,-0.26749,0.1699
case_1097,1,2,-0.27128,0.1675
case_1098,1,1,-0.13092,0.1133
case_1099,1,2,-0.24813,0.3933
case_1100,1,2,-0.12891,0.1920
case_1101,3,1,-0.04448,0.2857
case_1102,3,1,-0.13210,0.3267
case_1103,1,2,-0.05140,0.2719
case_1104,1,1,-0.12757,0.2794
case_1105,3,1,-0.09034,0.1400
case_1106,3,1,-0.10556,0.1023
case_1107,3,1,-0.18484,0.1900
case_1108,1,1,-0.13792,0.2026
case_1109,1,2,-0.22361,0.3390
case_1110,1,2,-0.20880,0.2551
case_1111,3,2,-0.11029,0.1339
case_1112,3,2,-0.20925,0.1578
case_1113,3,1,-0.03461,0.1628
case_1114,1,2,-0.18981,0.3441
case_1115,1,1,-0.22856,0.3994
case_1116,1,2,-0.05066,0.1183
case_1117,3,1,-0.15964,0.3718
case_1118,1,1,-0.14559,0.2621
case_1119,3,2,-0.09285,0.1549
case_1120,1,1,-0.22814,0.2762
case_1121,1,2,-0.14041,0.2535
case_1122,1,2,-0.28801,0.1833
case_1123,3,2,-0.03586,0.1763
case_1124,1,1,-0.13882,0.2106
case_1125,3,1,-0.29400,0.1961
case_1126,1,1,-0.02655,0.1610
case_1127,3,1,-0.24761,0.2176
case_1128,1,1,-0.23618,0.3824
case_1129,1,2,-0.09228,0.1704
case_1130,1,2,-0.03634,0.1087
case_1131,1,2,-0.27597,0.2211
case_1132,3,1,-0.05470,0.2623
case_1133,1,2,-0.19118,0.1071
case_1134,1,2,-0.19927,0.1807
case_1135,1,2,-0.13546,0.2031
case_1136,3,2,-0.17648,0.2617
case_1137,1,1,-0.02130,0.2439
case_1138,3,1,-0.21441,0.2501
case_1139,1,2,-0.25168,0.2700
case_1140,1,1,-0.06526,0.3291
case_1141,1,1,-0.16011,0.2097
case_1142,1,1,-0.15797,0.3746
case_1143,1,1,-0.15721,0.2634
case_1144,3,1,-0.13980,0.1328
case_1145,1,2,-0.25350,0.2532
case_1146,3,1,-0.07938,0.3416
case_1147,1,1,-0.26872,0.1441
case_1148,3,1,-0.12474,0.3176
case_1149,1,1,-0.14936,0.2959
case_1150,1,1,-0.22799,0.3704
case_1151,1,2,-0.26115,0.1347
case_1152,3,1,-0.14705,0.2848
case_1153,1,2,-0.23362,0.1543
case_1154,3,2,-0.23051,0.1736
case_1155,3,1,-0.06857,0.3239
case_1156,1,1,-0.12977,0.2899
case_1157,3,2,-0.14848,0.3865
case_1158,3,2,-0.28654,0.3062
case_1159,1,2,-0.25923,0.3748
case_1160,3,2,-0.01146,0.1821
case_1161,1,1,-0.16357,0.1740
case_1162,1,2,-0.05748,0.1892
case_1163,3,2,-0.09257,0.1725
case_1164,1,2,-0.25019,0.1833
case_1165,1,1,-0.12061,0.1523
case_1166,3,2,-0.03682,0.1275
case_1167,3,2,-0.09497,0.2334
case_1168,1,1,-0.03825,0.2851
case_1169,1,2,-0.29095,0.2369
case_1170,3,2,-0.20351,0.2180
case_1171,1,1,-0.23073,0.3984
case_1172,1,2,-0.29008,0.3679
case_1173,3,2,-0.12182,0.1724
case_1174,3,2,-0.02493,0.2814
case_1175,1,2,-0.13257,0.2427
case_1176,1,2,-0.15086,0.3000
case_1177,3,1,-0.06286,0.2858
case_1178,3,1,-0.10087,0.3160
case_1179,3,1,-0.28907,0.1590
case_1180,1,1,-0.01744,0.3589
case_1181,1,1,-0.16232,0.3474
case_1182,1,1,-0.28895,0.2095
case_1183,3,2,-0.02593,0.1817
case_1184,3,2,-0.29238,0.2157
case_1185,3,2,-0.18662,0.1368
case_1186,1,1,-0.14362,0.2602
case_1187,1,2,-0.24127,0.2655
case_1188,3,2,-0.09863,0.1028
case_1189,1,2,-0.14006,0.3876
case_1190,3,2,-0.18816,0.2275
case_1191,3,2,-0.08507,0.2066
case_1192,3,2,-0.21162,0.2963
case_1193,3,2,-0.21624,0.2452
case_1194,3,1,-0.22425,0.2187
case_1195,1,1,-0.27459,0.3751
case_1196,1,1,-0.14562,0.2945
case_1197,1,2,-0.12442,0.3419
case_1198,3,2,-0.17534,0.3898
case_1199,3,2,-0.24233,0.2663
case_1200,3,1,-0.01766,0.1562
case_1201,3,1,-0.19885,0.1703
case_1202,1,2,-0.18928,0.1593
case_1203,3,2,-0.02005,0.1142
case_1204,3,2,-0.09318,0.1271
case_1205,1,1,-0.17293,0.1913
case_1206,1,1,-0.11055,0.2421
case_1207,1,1,-0.16157,0.1266
case_1208,1,1,-0.02199,0.2652
case_1209,1,2,-0.01070,0.3780
case_1210,1,1,-0.16427,0.2257
case_1211,1,2,-0.22938,0.3465
case_1212,3,2,-0.18284,0.1192
case_1213,1,2,-0.25222,0.2246
case_1214,1,2,-0.05035,0.1690
case_1215,1,2,-0.24847,0.2845
case_1216,1,2,-0.05288,0.1516
case_1217,1,2,-0.02390,0.3463
case_1218,3,2,-0.01834,0.2480
case_1219,1,1,-0.25630,0.2027
case_1220,3,2,-0.12747,0.1366
case_1221,3,1,-0.13841,0.2362
case_1222,1,1,-0.10017,0.3811
case_1223,3,2,-0.10741,0.1172
case_1224,1,2,-0.24183,0.3671
case_1225,3,2,-0.27931,0.1869
case_1226,1,2,-0.22493,0.1496
case_1227,1,1,-0.29823,0.2411
case_1228,1,1,-0.10923,0.2836
case_1229,3,2,-0.13810,0.1074
case_1230,1,2,-0.03324,0.3819
case_1231,3,1,-0.22469,0.2179
case_1232,3,2,-0.06444,0.2615
case_1233,1,2,-0.13746,0.1835
case_1234,1,2,-0.03424,0.3438
case_1235,1,2,-0.26523,0.2370
case_1236,3,1,-0.08204,0.2579
case_1237,1,1,-0.06492,0.3435
case_1238,3,1,-0.27316,0.1206
case_1239,3,2,-0.15038,0.2646
case_1240,3,2,-0.21984,0.1435
case_1241,1,2,-0.18004,0.1738
case_1242,3,2,-0.28010,0.3478
case_1243,1,2,-0.22724,0.3998
case_1244,3,1,-0.21830,0.3907
case_1245,1,1,-0.03805,0.2657
case_1246,3,2,-0.23596,0.1408
case_1247,3,1,-0.01315,0.1873
case_1248,1,2,-0.14822,0.1500
case_1249,1,2,-0.18768,0.1006
case_1250,1,2,-0.02692,0.3863
case_1251,3,1,-0.16478,0.2967
case_1252,3,2,-0.08470,0.1403
case_1253,1,1,-0.26316,0.3197
case_1254,3,2,-0.29711,0.2472
case_1255,1,1,-0.06456,0.3489
case_1256,1,2,-0.21691,0.3498
case_1257,1,2,-0.13906,0.2420
case_1258,3,1,-0.10998,0.1759
case_1259,3,1,-0.25455,0.2014
case_1260,3,1,-0.02573,0.2288
case_1261,3,2,-0.20982,0.1670
case_1262,1,1,-0.16408,0.1993
case_1263,1,1,-0.29163,0.1432
case_1264,1,1,-0.12852,0.1506
case_1265,1,2,-0.17546,0.3082
case_1266,3,2,-0.28348,0.2458
case_1267,1,1,-0.26088,0.2351
case_1268,1,2,-0.16969,0.3177
case_1269,1,1,-0.15160,0.3012
case_1270,1,1,-0.18599,0.1131
case_1271,1,2,-0.27691,0.3079
case_1272,1,1,-0.20270,0.1162
case_1273,1,1,-0.03945,0.2348
case_1274,3,1,-0.20482,0.1153
case_1275,1,1,-0.13222,0.1399
case_1276,3,1,-0.02715,0.1974
case_1277,1,1,-0.13574,0.2776
case_1278,1,2,-0.26518,0.1879
case_1279,3,2,-0.02525,0.2575
case_1280,3,1,-0.22987,0.1814
case_1281,1,1,-0.18227,0.1528
case_1282,3,2,-0.09850,0.2029
case_1283,3,1,-0.18952,0.1070
case_1284,1,2,-0.01235,0.3369
case_1285,3,1,-0.03122,0.1998
case_1286,3,1,-0.15711,0.1618
case_1287,1,1,-0.28676,0.1692
case_1288,1,2,-0.15074,0.1658
case_1289,3,2,-0.16382,0.3614
case_1290,3,2,-0.15522,0.3299
case_1291,1,2,-0.04385,0.2293
case_1292,1,2,-0.02078,0.2122
case_1293,3,1,-0.10649,0.1926
case_1294,3,2,-0.28849,0.1404
case_1295,3,2,-0.19586,0.2550
case_1296,3,1,-0.10033,0.2389
case_1297,1,2,-0.19290,0.3330
case_1298,3,2,-0.27250,0.2256
case_1299,1,2,-0.03444,0.2704
case_1300,1,1,-0.06079,0.1517
case_1301,1,2,-0.28533,0.3265
case_1302,1,2,-0.17521,0.1895
case_1303,3,1,-0.05008,0.3696
case_1304,3,1,-0.16214,0.1914
case_1305,3,1,-0.05958,0.2824
case_1306,3,1,-0.14685,0.2429
case_1307,3,2,-0.28989,0.3889
case_1308,1,1,-0.09190,0.1965
case_1309,1,1,-0.07885,0.3140
case_1310,3,2,-0.25414,0.2383
case_1311,1,1,-0.11425,0.3373
case_1312,1,1,-0.08247,0.2222
case_1313,3,1,-0.24599,0.2709
case_1314,3,1,-0.22662,0.3782
case_1315,1,2,-0.09275,0.1459
case_1316,1,2,-0.16788,0.1982
case_1317,3,1,-0.03815,0.3461
case_1318,1,2,-0.13917,0.2823
case_1319,3,1,-0.25865,0.3136
case_1320,1,2,-0.24709,0.2345
case_1321,3,1,-0.18011,0.2220
case_1322,3,1,-0.16527,0.2135
case_1323,3,1,-0.05664,0.3797
case_1324,1,1,-0.02534,0.2442
case_1325,1,2,-0.26236,0.1871
case_1326,1,2,-0.25610,0.3341
case_1327,3,1,-0.26620,0.3345
case_1328,3,1,-0.11071,0.1069
case_1329,3,2,-0.18360,0.3247
case_1330,3,1,-0.07320,0.1033
case_1331,3,1,-0.09410,0.2677
case_1332,1,2,-0.23950,0.1214
case_1333,1,2,-0.25820,0.3828
case_1334,3,1,-0.12777,0.1548
case_1335,1,2,-0.16737,0.2958
case_1336,1,2,-0.08173,0.3326
case_1337,1,2,-0.05856,0.2076
case_1338,3,2,-0.19407,0.1889
case_1339,1,1,-0.13127,0.1678
case_1340,1,2,-0.03848,0.1256
case_1341,1,2,-0.25580,0.3858
case_1342,1,2,-0.21429,0.2196
case_1343,1,2,-0.28165,0.1478
case_1344,1,1,-0.12304,0.2127
case_1345,3,2,-0.27948,0.1177
case_1346,1,2,-0.03606,0.2264
case_1347,3,2,-0.17432,0.1165
case_1348,3,2,-0.29839,0.3537
case_1349,1,1,-0.20320,0.3921
case_1350,3,2,-0.10951,0.1482
case_1351,3,1,-0.09154,0.3121
case_1352,3,2,-0.29196,0.2365
case_1353,3,2,-0.18687,0.3643
case_1354,3,1,-0.23647,0.3230
case_1355,1,2,-0.14403,0.2724
case_1356,1,2,-0.01253,0.2443
case_1357,1,2,-0.02057,0.2217
case_1358,1,2,-0.05263,0.3275
case_1359,3,1,-0.10381,0.3414
case_1360,3,1,-0.24648,0.2063
case_1361,3,2,-0.03697,0.3835
case_1362,1,1,-0.14021,0.1377
case_1363,1,1,-0.11130,0.3868
case_1364,3,2,-0.29691,0.2631
case_1365,1,2,-0.22692,0.2237
case_1366,1,2,-0.25440,0.2077
case_1367,3,1,-0.21873,0.2456
case_1368,1,2,-0.02503,0.2519
case_1369,1,2,-0.28561,0.1809
case_1370,1,2,-0.07265,0.3506
case_1371,1,1,-0.28961,0.1188
case_1372,3,1,-0.11598,0.1887
case_1373,3,2,-0.18979,0.1943
case_1374,1,2,-0.15347,0.1043
case_1375,1,2,-0.28361,0.3045
case_1376,3,1,-0.20496,0.2294
case_1377,3,1,-0.21541,0.2919
case_1378,1,2,-0.01959,0.2915
case_1379,1,1,-0.16463,0.2628
case_1380,3,1,-0.23685,0.2432
case_1381,1,2,-0.23957,0.1187
case_1382,1,2,-0.11803,0.1498
case_1383,1,2,-0.01476,0.2495
case_1384,3,2,-0.01081,0.3551
case_1385,3,1,-0.04033,0.1445
case_1386,1,1,-0.14429,0.2464
case_1387,3,1,-0.23252,0.3978
case_1388,3,2,-0.01047,0.3799
case_1389,1,2,-0.25650,0.3648
case_1390,3,2,-0.19210,0.3220
case_1391,3,1,-0.12116,0.2964
case_1392,3,1,-0.14155,0.2759
case_1393,3,2,-0.01918,0.3227
case_1394,1,2,-0.12103,0.3541
