case_id,material_changing,group_changing,slope_up,cut_time
case_1260,3,1,-0.02573,0.2288
case_1261,3,2,-0.20982,0.167
case_1264,1,1,-0.12852,0.1506
case_1270,1,1,-0.18599,0.1131
case_1272,1,1,-0.2027,0.1162
case_1273,1,1,-0.03945,0.2348
case_1274,3,1,-0.20482,0.1153
case_1275,1,1,-0.13222,0.1399
case_1276,3,1,-0.02715,0.1974
case_1279,3,2,-0.02525,0.2575
case_1281,1,1,-0.18227,0.1528
case_1282,3,2,-0.0985,0.2029
case_1283,3,1,-0.18952,0.107
case_1284,1,2,-0.01235,0.3369
case_1285,3,1,-0.03122,0.1998
case_1286,3,1,-0.15711,0.1618
case_1288,1,2,-0.15074,0.1658
case_1291,1,2,-0.04385,0.2293
case_1292,1,2,-0.02078,0.2122
case_1293,3,1,-0.10649,0.1926
case_1294,3,2,-0.28849,0.1404
case_1296,3,1,-0.10033,0.2389
case_1299,1,2,-0.03444,0.2704
case_1300,1,1,-0.06079,0.1517
case_1302,1,2,-0.17521,0.1895
case_1303,3,1,-0.05008,0.3696
case_1304,3,1,-0.16214,0.1914
case_1305,3,1,-0.05958,0.2824
case_1308,1,1,-0.0919,0.1965
case_1309,1,1,-0.07885,0.314
case_1312,1,1,-0.08247,0.2222
case_1315,1,2,-0.09275,0.1459
case_1316,1,2,-0.16788,0.1982
case_1317,3,1,-0.03815,0.3461
case_1318,1,2,-0.13917,0.2823
case_1323,3,1,-0.05664,0.3797
case_1324,1,1,-0.02534,0.2442
case_1328,3,1,-0.11071,0.1069
case_1330,3,1,-0.0732,0.1033
case_1331,3,1,-0.0941,0.2677
case_1332,1,2,-0.2395,0.1214
case_1334,3,1,-0.12777,0.1548
case_1336,1,2,-0.08173,0.3326
case_1337,1,2,-0.05856,0.2076
case_1338,3,2,-0.19407,0.1889
case_1339,1,1,-0.13127,0.1678
case_1340,1,2,-0.03848,0.1256
case_1343,1,2,-0.28165,0.1478
case_1344,1,1,-0.12304,0.2127
case_1345,3,2,-0.27948,0.1177
case_1346,1,2,-0.03606,0.2264
case_1347,3,2,-0.17432,0.1165
case_1350,3,2,-0.10951,0.1482
case_1351,3,1,-0.09154,0.3121
case_1355,1,2,-0.14403,0.2724
case_1356,1,2,-0.01253,0.2443
case_1357,1,2,-0.02057,0.2217
case_1358,1,2,-0.05263,0.3275
case_1361,3,2,-0.03697,0.3835
case_1362,1,1,-0.14021,0.1377
case_1368,1,2,-0.02503,0.2519
case_1370,1,2,-0.07265,0.3506
case_1372,3,1,-0.11598,0.1887
case_1373,3,2,-0.18979,0.1943
case_1374,1,2,-0.15347,0.1043
case_1378,1,2,-0.01959,0.2915
case_1381,1,2,-0.23957,0.1187
case_1382,1,2,-0.11803,0.1498
case_1383,1,2,-0.01476,0.2495
case_1384,3,2,-0.01081,0.3551
case_1385,3,1,-0.04033,0.1445
case_1388,3,2,-0.01047,0.3799
case_1393,3,2,-0.01918,0.3227
case_1394,1,2,-0.12103,0.3541
case_1395,1,2,-0.12007,0.1975
case_1396,1,2,-0.18571,0.2227
case_1398,3,2,-0.09204,0.1304
case_1399,3,1,-0.06323,0.1828
case_1403,1,1,-0.06898,0.321
case_1404,3,2,-0.06223,0.3078
case_1405,3,1,-0.15488,0.1503
case_1406,3,2,-0.04678,0.1666
case_1407,3,1,-0.05792,0.357
case_1409,1,2,-0.07519,0.3478
case_1411,3,2,-0.06148,0.3734
case_1413,1,2,-0.08653,0.3754
case_1416,3,1,-0.26578,0.1109
case_1418,3,1,-0.02183,0.1602
case_1421,1,2,-0.05417,0.179
case_1423,3,2,-0.20778,0.1727
case_1424,1,1,-0.15595,0.1618
case_1425,1,2,-0.10527,0.1093
case_1426,3,1,-0.10707,0.152
case_1427,3,1,-0.0716,0.3211
case_1428,1,1,-0.10489,0.1969
case_1429,3,2,-0.02341,0.2993
case_1430,3,2,-0.01355,0.3122
case_1432,3,1,-0.06101,0.1026
case_1434,3,2,-0.07426,0.2329
case_1436,1,1,-0.05571,0.3967
case_1437,3,2,-0.12659,0.219
case_1438,3,2,-0.02425,0.2867
case_1439,3,2,-0.0428,0.1275
case_1441,1,2,-0.12044,0.2739
case_1444,1,1,-0.15503,0.1442
case_1445,1,2,-0.23021,0.1936
case_1446,3,2,-0.03497,0.1452
case_1449,3,2,-0.04595,0.2622
case_1450,1,1,-0.04465,0.2048
case_1452,3,2,-0.14546,0.2759
case_1453,1,2,-0.1382,0.2437
case_1455,3,1,-0.08352,0.3488
case_1456,1,2,-0.17326,0.209
case_1457,3,2,-0.05364,0.1929
case_1458,3,1,-0.09464,0.2011
case_1461,3,1,-0.07692,0.3995
case_1462,3,2,-0.08459,0.3388
case_1464,3,2,-0.05609,0.2733
case_1465,1,2,-0.25207,0.1732
case_1466,3,1,-0.0329,0.1851
case_1467,1,1,-0.23385,0.1212
case_1471,3,2,-0.02299,0.1666
case_1472,1,2,-0.03405,0.286
case_1473,1,2,-0.07654,0.3874
case_1474,3,1,-0.11359,0.166
case_1475,1,1,-0.15821,0.1612
case_1477,3,1,-0.10503,0.1859
case_1478,1,1,-0.12521,0.1314
case_1480,1,2,-0.01781,0.2887
case_1482,3,2,-0.06014,0.2855
case_1483,3,2,-0.09784,0.2585
case_1486,1,1,-0.09953,0.2581
case_1487,1,1,-0.04721,0.3284
case_1489,3,2,-0.09891,0.1276
case_1490,1,2,-0.13522,0.2064
case_1491,3,2,-0.07531,0.3069
case_1492,3,2,-0.17717,0.1865
case_1496,3,1,-0.017,0.3649
case_1498,1,1,-0.07149,0.3072
case_1499,3,2,-0.06967,0.3977
case_1500,1,1,-0.01551,0.2297
case_1504,3,2,-0.10565,0.3911
case_1505,1,2,-0.2139,0.1852
case_1507,3,2,-0.01724,0.2535
case_1508,3,1,-0.08189,0.1858
case_1510,1,1,-0.0452,0.3407
case_1511,1,2,-0.12268,0.313
case_1512,1,2,-0.26725,0.1671
case_1513,1,2,-0.10057,0.1937
case_1516,3,2,-0.19341,0.1282
case_1519,1,2,-0.02432,0.1581
case_1521,3,2,-0.1011,0.3365
case_1522,1,2,-0.06374,0.2692
case_1523,1,1,-0.10802,0.2282
case_1526,3,2,-0.11374,0.1813
case_1530,3,1,-0.05361,0.3394
case_1531,1,2,-0.05782,0.1057
case_1532,3,2,-0.08924,0.2088
case_1533,3,2,-0.01901,0.2822
case_1534,1,1,-0.08302,0.215
case_1539,1,2,-0.24373,0.1284
case_1541,3,2,-0.22094,0.1155
case_1542,1,2,-0.18258,0.1569
case_1543,1,2,-0.13671,0.2416
case_1544,1,2,-0.26337,0.1504
case_1545,1,2,-0.01618,0.2414
case_1546,3,1,-0.06508,0.2145
case_1547,1,1,-0.20857,0.1143
case_1548,1,2,-0.03231,0.142
case_1549,3,2,-0.15248,0.157
case_1550,1,2,-0.13071,0.1401
case_1551,3,2,-0.10424,0.3539
case_1554,1,2,-0.21657,0.1455
case_1556,1,1,-0.10918,0.2322
case_1557,3,2,-0.10046,0.1536
case_1558,3,1,-0.16764,0.1185
case_1559,3,1,-0.07042,0.2509
case_1560,3,2,-0.12596,0.1633
case_1561,1,2,-0.06365,0.3946
case_1563,3,2,-0.02252,0.2408
case_1565,3,1,-0.16498,0.1098
case_1568,3,2,-0.14257,0.1537
case_1569,1,2,-0.07717,0.1931
case_1570,1,2,-0.1965,0.1348
case_1574,3,1,-0.06326,0.2816
case_1575,3,2,-0.02923,0.3142
case_1576,3,2,-0.29292,0.1003
case_1577,3,1,-0.07901,0.1302
case_1578,3,2,-0.15182,0.1774
case_1580,1,2,-0.20388,0.1495
case_1582,1,1,-0.10011,0.131
case_1583,1,2,-0.28211,0.1239
case_1586,3,1,-0.05582,0.2272
case_1588,3,1,-0.04364,0.3635
case_1589,3,1,-0.07984,0.3737
case_1590,1,2,-0.06056,0.3495
case_1591,1,2,-0.07476,0.19
case_1593,1,1,-0.01862,0.2269
case_1597,1,2,-0.0787,0.3058
case_1598,1,2,-0.1216,0.2483
case_1601,1,2,-0.07284,0.148
case_1605,1,1,-0.01854,0.3697
case_1608,1,1,-0.07637,0.3922
case_1611,1,1,-0.15943,0.1911
case_1616,3,2,-0.02988,0.1232
case_1617,1,2,-0.21677,0.1468
case_1618,1,2,-0.03738,0.3208
case_1620,3,2,-0.03344,0.1107
case_1621,1,2,-0.25445,0.1019
case_1622,1,2,-0.24515,0.1042
case_1623,3,2,-0.06826,0.2624
case_1624,1,2,-0.19275,0.1965
case_1626,1,2,-0.04573,0.2201
case_1628,3,1,-0.02214,0.2562
case_1631,3,2,-0.09936,0.308
case_1633,1,2,-0.01651,0.1893
case_1638,1,2,-0.12991,0.3564
case_1641,3,2,-0.13482,0.2713
case_1642,1,2,-0.16881,0.2473
case_1645,1,1,-0.24867,0.1129
case_1649,1,1,-0.0361,0.1114
case_1651,3,2,-0.08798,0.3504
case_1652,1,1,-0.01302,0.129
case_1656,1,2,-0.09309,0.2487
case_1657,3,2,-0.10235,0.3763
case_1660,1,1,-0.06241,0.2071
case_1661,3,2,-0.06352,0.1607
case_1663,1,2,-0.14811,0.1652
case_1664,1,2,-0.16134,0.2577
case_1669,1,2,-0.11703,0.1063
case_1673,1,2,-0.14116,0.1898
case_1674,1,2,-0.21863,0.1632
case_1676,1,2,-0.02028,0.2665
case_1677,1,1,-0.05102,0.2541
case_1678,1,2,-0.01207,0.3412
case_1680,3,2,-0.17698,0.1374
case_1682,3,2,-0.06113,0.3607
case_1684,3,1,-0.13614,0.1146
case_1685,1,2,-0.04782,0.1951
case_1686,1,2,-0.10802,0.1367
case_1687,3,2,-0.08496,0.1324
case_1690,3,1,-0.21041,0.1498
case_1692,1,2,-0.08723,0.2042
case_1694,3,1,-0.16948,0.1421
case_1696,3,2,-0.12652,0.1741
case_1697,1,2,-0.21795,0.1622
case_1698,1,1,-0.10372,0.2086
case_1699,3,1,-0.01823,0.3455
case_1700,3,2,-0.11317,0.3175
case_1701,3,1,-0.07078,0.1075
case_1702,3,1,-0.07905,0.1131
case_1703,1,2,-0.20746,0.2119
case_1705,3,1,-0.1134,0.2019
case_1706,1,2,-0.16045,0.2035
case_1707,3,2,-0.23781,0.1261
case_1708,1,2,-0.09469,0.3934
case_1709,3,2,-0.04263,0.1997
case_1710,3,2,-0.09558,0.1809
case_1712,3,1,-0.10066,0.2394
case_1714,1,2,-0.07855,0.356
case_1717,3,2,-0.20989,0.1321
case_1718,1,2,-0.21718,0.149
case_1722,1,2,-0.12817,0.298
case_1725,1,2,-0.12402,0.3626
case_1726,3,2,-0.1767,0.2163
case_1728,1,2,-0.12424,0.3399
case_1729,3,2,-0.04315,0.3367
case_1731,1,1,-0.13424,0.1241
case_1733,1,1,-0.12077,0.109
case_1737,3,1,-0.13033,0.2155
case_1739,1,2,-0.18782,0.2304
case_1740,1,1,-0.10392,0.1361
case_1742,3,2,-0.06005,0.1642
case_1746,1,2,-0.04216,0.3257
case_1747,1,2,-0.04234,0.2284
case_1750,1,2,-0.01379,0.3606
case_1756,3,1,-0.17377,0.1827
case_1757,1,2,-0.05042,0.1175
case_1758,1,2,-0.03055,0.3081
case_1759,1,1,-0.09508,0.2743
case_1761,3,2,-0.21972,0.1881
case_1762,3,2,-0.07363,0.1168
case_1763,3,2,-0.20951,0.1836
case_1764,1,1,-0.15489,0.1194
case_1765,3,1,-0.12942,0.2043
case_1769,1,1,-0.11294,0.2049
case_1772,1,1,-0.01911,0.1319
case_1777,3,2,-0.01629,0.3704
case_1780,1,2,-0.07714,0.3882
case_1781,3,1,-0.13561,0.1354
case_1782,1,1,-0.10814,0.1445
case_1783,1,2,-0.13944,0.2435
case_1785,3,1,-0.03426,0.2787
case_1787,1,2,-0.22672,0.144
case_1788,3,2,-0.07055,0.2711
case_1789,1,1,-0.02404,0.2379
case_1790,1,2,-0.13028,0.2868
case_1791,3,1,-0.08865,0.1806
case_1793,1,2,-0.03891,0.3507
case_1795,1,1,-0.02051,0.3448
case_1796,3,2,-0.23007,0.157
case_1798,3,2,-0.01213,0.1055
case_1799,3,1,-0.01006,0.1676
case_1800,1,2,-0.08958,0.3266
case_1801,1,1,-0.03841,0.3258
case_1802,1,2,-0.11085,0.1002
case_1803,1,1,-0.22057,0.1222
case_1804,3,2,-0.21113,0.1007
case_1805,1,2,-0.16777,0.1944
case_1806,3,2,-0.03995,0.3455
case_1807,1,2,-0.16119,0.1841
case_1808,3,1,-0.05884,0.3303
case_1809,1,2,-0.16331,0.2346
case_1810,1,1,-0.0414,0.2459
case_1811,1,2,-0.1176,0.2923
case_1813,1,2,-0.08438,0.303
case_1814,1,2,-0.18919,0.2338
case_1815,1,1,-0.14134,0.1957
case_1817,3,2,-0.02787,0.3604
case_1818,1,1,-0.12923,0.1586
case_1820,1,2,-0.24023,0.1456
case_1822,1,1,-0.09564,0.3089
case_1823,1,2,-0.02845,0.1848
case_1826,3,2,-0.04007,0.2983
case_1827,1,2,-0.04663,0.1588
case_1831,1,2,-0.08074,0.141
case_1835,3,2,-0.09221,0.1254
case_1836,3,1,-0.10184,0.1017
case_1841,1,1,-0.05392,0.2579
case_1843,1,2,-0.06626,0.2356
case_1846,1,2,-0.11692,0.1707
case_1847,1,1,-0.07547,0.2722
case_1848,3,1,-0.03777,0.3117
case_1852,3,1,-0.07108,0.283
case_1853,3,2,-0.17596,0.1119
case_1854,1,2,-0.20459,0.1643
case_1856,3,2,-0.03957,0.1575
case_1857,3,1,-0.05151,0.1136
case_1858,1,2,-0.29912,0.1488
case_1861,1,1,-0.08058,0.1112
case_1864,1,2,-0.05237,0.2936
case_1865,3,2,-0.16642,0.2406
case_1867,3,2,-0.07803,0.3803
case_1868,3,1,-0.02319,0.3096
case_1869,3,1,-0.25625,0.1008
case_1870,3,2,-0.1738,0.1653
case_1872,1,2,-0.15233,0.251
case_1874,1,2,-0.11119,0.2469
case_1876,1,2,-0.24795,0.1687
case_1877,3,2,-0.04501,0.225
case_1878,1,1,-0.12195,0.2124
case_1883,1,2,-0.04489,0.165
case_1884,3,1,-0.20502,0.1567
case_1888,1,2,-0.05988,0.1025
case_1892,3,2,-0.03793,0.2499
case_1894,1,2,-0.02081,0.1649
case_1895,1,2,-0.0858,0.1661
case_1896,1,2,-0.09605,0.1558
case_1897,3,2,-0.05535,0.2075
case_1898,1,1,-0.09124,0.1779
case_1899,1,2,-0.20333,0.1679
case_1901,1,1,-0.08904,0.293
case_1904,3,1,-0.14604,0.2214
case_1905,1,2,-0.15569,0.2326
case_1907,1,2,-0.20404,0.2112
case_1909,3,2,-0.08793,0.2568
case_1911,1,1,-0.02236,0.3344
case_1912,3,1,-0.10144,0.328
case_1915,1,2,-0.08877,0.3833
case_1916,3,2,-0.11929,0.3352
case_1917,1,1,-0.01645,0.371
case_1918,3,2,-0.1406,0.123
case_1919,1,2,-0.0258,0.3885
case_1920,3,1,-0.05638,0.2985
case_1922,1,1,-0.07748,0.3117
case_1923,3,2,-0.2531,0.1476
case_1924,1,2,-0.2283,0.1673
case_1925,3,1,-0.09676,0.1438
case_1927,1,2,-0.1418,0.2461
case_1928,3,2,-0.08281,0.1657
case_1929,1,1,-0.04836,0.2703
case_1931,3,1,-0.19861,0.1353
case_1932,1,2,-0.14448,0.1737
case_1933,3,1,-0.02108,0.1219
case_1934,3,2,-0.10666,0.2654
case_1935,3,2,-0.2037,0.1185
case_1938,1,1,-0.03472,0.3152
case_1939,3,2,-0.11474,0.1942
case_1940,3,1,-0.06744,0.1334
case_1941,1,1,-0.07935,0.3298
case_1942,3,2,-0.1587,0.132
case_1943,3,1,-0.20562,0.1209
case_1945,1,1,-0.06617,0.1866
case_1946,3,2,-0.12633,0.3485
case_1947,1,1,-0.0415,0.3001
case_1950,3,1,-0.0345,0.2658
case_1951,3,2,-0.08572,0.206
case_1953,1,1,-0.05761,0.1878
case_1954,1,1,-0.10837,0.2039
case_1955,1,1,-0.14673,0.1218
case_1958,3,1,-0.05421,0.381
case_1959,3,1,-0.19474,0.1426
case_1961,3,2,-0.02729,0.1182
case_1963,3,1,-0.04554,0.1434
case_1964,1,1,-0.03706,0.3791
case_1965,3,1,-0.0133,0.1376
case_1967,1,2,-0.18499,0.137
case_1968,1,1,-0.09428,0.1155
case_1969,3,1,-0.0895,0.2886
case_1971,3,2,-0.10608,0.3444
case_1974,1,2,-0.02098,0.3657
case_1977,3,2,-0.16282,0.1329
case_1978,3,1,-0.06605,0.1429
case_1979,1,2,-0.11922,0.1111
case_1981,3,2,-0.11857,0.3576
case_1985,3,2,-0.05337,0.2728
case_1986,1,1,-0.06737,0.3314
case_1988,3,2,-0.01411,0.1394
case_1991,3,2,-0.01225,0.3486
case_1997,3,1,-0.02673,0.2336
case_1999,1,2,-0.05567,0.239
case_2001,3,2,-0.03046,0.3557
case_2003,1,2,-0.11283,0.1305
case_2006,1,2,-0.27464,0.1189
case_2009,3,2,-0.01136,0.3935
case_2010,3,1,-0.01937,0.2484
case_2012,3,2,-0.22526,0.1578
case_2013,1,2,-0.19007,0.1414
case_2014,1,2,-0.0988,0.1029
case_2017,3,1,-0.03129,0.3837
case_2018,3,2,-0.16569,0.1135
case_2019,1,2,-0.01102,0.3336
case_2020,1,1,-0.12905,0.212
case_2022,3,2,-0.09052,0.3659
case_2023,1,1,-0.01371,0.2417
case_2024,1,2,-0.28143,0.1282
case_2028,3,1,-0.04332,0.1708
case_2029,3,2,-0.25693,0.119
case_2033,3,1,-0.09091,0.2997
case_2034,3,2,-0.0179,0.1012
case_2036,1,2,-0.25326,0.1323
case_2040,3,2,-0.0729,0.2689
case_2041,1,2,-0.24875,0.1065
case_2043,1,2,-0.1195,0.3306
case_2049,3,2,-0.16903,0.1907
case_2050,3,1,-0.0184,0.2158
case_2052,3,2,-0.01992,0.1946
case_2053,3,1,-0.0655,0.1085
case_2058,3,1,-0.06881,0.3774
case_2061,1,2,-0.11722,0.2663
case_2065,1,1,-0.01068,0.3662
case_2068,1,1,-0.12282,0.1914
case_2069,1,1,-0.04851,0.345
case_2070,1,2,-0.04898,0.226
case_2073,1,2,-0.10477,0.1248
case_2077,1,1,-0.11867,0.193
case_2078,1,2,-0.06389,0.277
case_2079,1,2,-0.02969,0.3829
case_2080,3,2,-0.1032,0.2248
case_2081,3,2,-0.04075,0.3813
case_2083,1,1,-0.06465,0.1236
case_2084,1,2,-0.09003,0.2608
case_2085,3,1,-0.0703,0.1805
case_2086,1,2,-0.18618,0.2404
case_2089,3,1,-0.07595,0.3186
case_2093,1,2,-0.19967,0.2276
case_2094,3,1,-0.01673,0.2638
case_2095,1,2,-0.12936,0.2694
case_2096,1,1,-0.06777,0.2094
case_2098,3,1,-0.27363,0.1052
case_2099,1,1,-0.12497,0.163
case_2103,1,2,-0.27481,0.1245
case_2104,3,1,-0.18201,0.1316
case_2107,3,2,-0.05769,0.3839
case_2108,1,2,-0.05088,0.3319
case_2110,1,1,-0.13396,0.1133
case_2112,3,2,-0.08592,0.3711
case_2114,3,2,-0.15939,0.2448
case_2117,3,1,-0.06127,0.1244
case_2119,1,2,-0.1872,0.1277
case_2120,1,2,-0.01284,0.1898
case_2123,3,2,-0.06705,0.2449
case_2126,1,1,-0.01965,0.1755
case_2128,1,2,-0.17406,0.1715
case_2129,3,2,-0.10967,0.1535
case_2130,1,1,-0.02285,0.2605
case_2131,3,2,-0.03973,0.1053
case_2132,1,1,-0.18038,0.1179
case_2133,1,2,-0.0597,0.3263
case_2134,3,2,-0.04641,0.343
case_2137,1,2,-0.04618,0.3682
case_2138,1,1,-0.09793,0.252
case_2139,3,1,-0.24512,0.1307
case_2141,1,2,-0.11147,0.2853
case_2142,1,1,-0.01384,0.29
case_2144,1,1,-0.0351,0.1161
case_2145,3,1,-0.03934,0.2277
case_2146,3,1,-0.14065,0.1934
case_2147,1,2,-0.23943,0.1492
case_2148,3,1,-0.11752,0.1352
case_2150,1,2,-0.12787,0.1327
case_2151,1,2,-0.01338,0.2539
case_2152,1,2,-0.11795,0.3083
case_2153,1,2,-0.12406,0.1977
case_2154,3,2,-0.18449,0.2146
case_2155,1,2,-0.0849,0.3806
case_2156,1,2,-0.09392,0.2128
case_2157,3,1,-0.10999,0.2085
case_2158,3,1,-0.01523,0.175
case_2160,1,2,-0.17555,0.2165
case_2161,1,1,-0.10863,0.2561
case_2162,1,2,-0.15529,0.1076
case_2165,3,2,-0.13928,0.2545
case_2166,1,1,-0.03645,0.256
case_2170,1,2,-0.02304,0.2986
case_2171,1,1,-0.22473,0.1232
case_2172,3,1,-0.13459,0.2036
case_2175,3,1,-0.14348,0.1333
case_2176,3,2,-0.04324,0.2667
case_2177,3,2,-0.14322,0.1116
case_2179,1,1,-0.07664,0.1956
case_2180,1,2,-0.01884,0.1656
case_2181,3,2,-0.1507,0.1387
case_2182,3,1,-0.13598,0.1771
case_2185,3,1,-0.13893,0.1999
case_2186,1,1,-0.0767,0.241
case_2188,3,2,-0.02267,0.1471
case_2193,3,2,-0.04799,0.2279
case_2194,3,1,-0.11412,0.1944
case_2195,3,1,-0.25915,0.125
case_2196,3,1,-0.03597,0.3849
case_2198,3,1,-0.03733,0.2657
case_2200,3,2,-0.22618,0.1791
case_2202,1,1,-0.04052,0.173
case_2203,3,2,-0.05824,0.2033
case_2204,3,1,-0.03067,0.1718
case_2208,1,1,-0.06768,0.1253
case_2209,1,1,-0.06664,0.17
case_2210,3,1,-0.10895,0.1372
case_2211,3,1,-0.21746,0.1286
case_2213,3,1,-0.12821,0.2469
case_2214,3,2,-0.11563,0.3157
case_2217,3,1,-0.01153,0.3025
case_2218,3,1,-0.1542,0.1302
case_2224,3,1,-0.07836,0.2272
case_2226,1,1,-0.12231,0.2192
case_2228,1,2,-0.03269,0.3622
case_2229,3,2,-0.07264,0.2232
case_2231,1,1,-0.12089,0.1351
case_2232,3,2,-0.09049,0.3376
case_2233,1,2,-0.20826,0.2047
case_2234,3,1,-0.27184,0.1194
case_2236,1,1,-0.08403,0.3199
case_2239,3,1,-0.23877,0.1016
case_2241,1,1,-0.07214,0.153
case_2244,1,1,-0.21941,0.1077
case_2245,3,2,-0.19016,0.1625
case_2246,3,1,-0.03543,0.2239
case_2247,3,2,-0.10288,0.1391
case_2248,3,2,-0.02668,0.1662
case_2249,1,1,-0.07383,0.1693
case_2250,1,2,-0.2845,0.1014
case_2251,1,2,-0.13277,0.1854
case_2252,3,2,-0.15355,0.1407
case_2254,1,2,-0.2137,0.211
case_2255,3,2,-0.12326,0.3583
case_2258,3,1,-0.09239,0.3673
case_2260,3,2,-0.10593,0.2838
case_2262,3,1,-0.03366,0.2501
case_2263,1,2,-0.18376,0.2454
case_2265,3,1,-0.04098,0.2233
case_2266,1,2,-0.10689,0.3736
case_2268,1,1,-0.11403,0.2085
case_2271,3,1,-0.18549,0.1733
case_2272,1,1,-0.15626,0.1842
case_2273,1,2,-0.01197,0.3578
case_2274,3,1,-0.04121,0.2385
case_2275,1,2,-0.1028,0.3442
case_2278,3,2,-0.02633,0.2707
case_2281,1,1,-0.04202,0.315
case_2284,1,1,-0.08764,0.1432
case_2287,1,1,-0.11522,0.1886
case_2289,3,2,-0.06029,0.2292
case_2290,3,2,-0.11874,0.3459
case_2292,3,2,-0.26352,0.1614
case_2293,1,2,-0.10357,0.1927
case_2295,3,1,-0.04364,0.3293
case_2298,1,1,-0.07573,0.2954
case_2300,3,1,-0.09078,0.3246
case_2301,1,2,-0.05454,0.2771
case_2302,3,2,-0.07141,0.3762
case_2304,1,2,-0.1918,0.1861
case_2305,1,2,-0.14219,0.2143
case_2306,1,1,-0.06679,0.3376
case_2307,3,2,-0.08148,0.1369
case_2308,3,1,-0.0974,0.2549
case_2309,1,2,-0.03487,0.3339
case_2310,1,1,-0.0914,0.3421
case_2313,3,2,-0.16776,0.1996
case_2314,1,2,-0.15635,0.2613
case_2319,3,1,-0.10328,0.1493
case_2320,3,1,-0.07191,0.178
case_2321,1,2,-0.07585,0.1298
case_2322,3,1,-0.18557,0.1773
case_2324,3,2,-0.03888,0.2061
case_2325,3,1,-0.03657,0.1246
case_2326,1,1,-0.04863,0.3424
case_2328,3,2,-0.15833,0.2452
case_2331,3,1,-0.2112,0.1485
case_2336,3,2,-0.04346,0.3031
case_2338,3,1,-0.14238,0.1393
case_2343,3,2,-0.04533,0.3585
case_2348,1,1,-0.03301,0.2331
case_2349,1,2,-0.06755,0.1577
case_2350,3,1,-0.14958,0.1949
case_2351,1,2,-0.10296,0.317
case_2353,1,1,-0.10714,0.2526
case_2355,3,2,-0.17162,0.1702
case_2358,3,2,-0.04508,0.3976
case_2360,1,2,-0.08543,0.3354
case_2362,3,2,-0.07485,0.2879
case_2365,1,2,-0.02889,0.1545
case_2368,1,1,-0.01559,0.1566
case_2369,1,1,-0.0217,0.241
case_2372,1,1,-0.05378,0.3548
case_2373,1,2,-0.02817,0.1138
case_2375,1,2,-0.09485,0.3059
case_2376,1,2,-0.01593,0.2404
case_2377,3,1,-0.0966,0.227
case_2381,3,2,-0.14786,0.2202
case_2383,3,2,-0.05732,0.2212
case_2385,3,1,-0.06868,0.1166
case_2386,3,2,-0.16742,0.1793
case_2389,3,1,-0.04728,0.1164
case_2390,1,1,-0.03101,0.3453
case_2392,1,1,-0.0498,0.3225
case_2395,3,2,-0.22229,0.1601
case_2397,1,1,-0.11968,0.2309
case_2401,3,2,-0.05701,0.156
case_2402,1,2,-0.14143,0.108
case_2403,3,1,-0.01507,0.1645
case_2404,3,2,-0.15751,0.1318
case_2406,3,2,-0.08519,0.2852
case_2407,1,2,-0.04253,0.3952
case_2408,1,2,-0.13705,0.3312
case_2411,1,1,-0.0752,0.2382
case_2412,1,1,-0.03245,0.3251
case_2415,3,1,-0.01027,0.1223
case_2418,1,1,-0.08679,0.2885
case_2419,1,1,-0.07824,0.1465
case_2420,3,1,-0.02367,0.2475
case_2421,3,2,-0.02903,0.3098
case_2423,3,2,-0.14308,0.1152
case_2424,1,1,-0.13443,0.2218
case_2428,1,1,-0.12718,0.1669
case_2430,1,2,-0.23181,0.1777
case_2432,1,1,-0.06577,0.1203
case_2434,3,2,-0.01045,0.1009
case_2437,3,1,-0.21412,0.1406
case_2438,3,1,-0.03034,0.3543
case_2440,3,2,-0.01459,0.3206
case_2443,3,1,-0.12691,0.1989
case_2444,3,2,-0.11901,0.3481
case_2447,1,1,-0.04708,0.2598
case_2448,3,1,-0.12533,0.1696
case_2449,1,1,-0.05458,0.3318
case_2451,3,2,-0.20714,0.12
case_2454,1,1,-0.08758,0.2991
case_2455,3,2,-0.02951,0.1527
case_2458,3,2,-0.05173,0.1128
case_2460,1,2,-0.15905,0.177
case_2461,3,2,-0.11648,0.1048
case_2462,3,2,-0.02324,0.1635
case_2463,1,1,-0.03316,0.1091
case_2464,3,2,-0.09524,0.3883
case_2465,3,2,-0.08429,0.3479
case_2466,1,1,-0.08559,0.1168
case_2467,3,1,-0.11443,0.1013
case_2468,1,2,-0.23749,0.1269
case_2469,1,2,-0.13749,0.1243
case_2470,1,2,-0.04423,0.3817
case_2473,1,2,-0.2408,0.1509
case_2474,1,2,-0.07615,0.1418
case_2475,3,1,-0.02897,0.188
case_2476,3,1,-0.06404,0.3726
case_2479,3,2,-0.02228,0.2595
case_2480,1,1,-0.05686,0.2307
case_2481,1,1,-0.01019,0.1263
case_2485,3,2,-0.07128,0.301
case_2486,1,2,-0.09686,0.2533
case_2488,1,2,-0.26772,0.1021
case_2491,3,2,-0.1368,0.1291
case_2494,3,1,-0.07441,0.2316
case_2495,1,2,-0.07634,0.1521
case_2496,3,2,-0.08036,0.342
case_2497,1,1,-0.05487,0.3726
case_2499,1,2,-0.23634,0.1825
